,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,Comercio y servicios,Restauración y vida social,Transporte y conectividad,Cultura y recreación,Financiero,Espiritual y comunitario,Salud,Educación,metodo,target,dif_fechas
7171,3.0,t,11.2,3.0,2.0,2.0,5.929589143389895,Moonee Valley City Council,Western Metropolitan,2291.0,1.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,prop_vendida,13.641158361294979,3.295836866004329
7172,3.0,h,11.2,3.0,1.0,1.0,6.486160788944089,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,33.0,3.0,1.0,1.0,1.0,0.0,prop_vendida,13.888761949071464,0.0
7173,4.0,h,11.2,4.0,3.0,2.0,6.466144724237619,Moonee Valley City Council,Western Metropolitan,2291.0,5.0,2.0,25.0,2.0,0.0,0.0,2.0,1.0,prop_vendida,13.652992804936396,0.0
7174,5.0,h,11.2,4.0,2.0,2.0,6.480044561926653,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,31.0,3.0,1.0,1.0,0.0,0.0,puja_del_vendedor,14.151983508870947,2.4849066497880004
7175,4.0,h,11.2,3.0,3.0,2.0,6.293419278846481,Moonee Valley City Council,Western Metropolitan,2291.0,2.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,prop_vendida,13.8924725250259,3.713572066704308
7176,3.0,h,11.2,3.0,1.0,2.0,6.484635235635252,Moonee Valley City Council,Western Metropolitan,2291.0,5.0,0.0,26.0,4.0,0.0,0.0,0.0,1.0,prop_vendida_prev,13.878486296092358,0.0
7178,3.0,h,11.2,3.0,2.0,2.0,6.003887067106539,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,2.0,20.0,3.0,0.0,0.0,2.0,1.0,prop_vendida,13.558035621229783,0.0
7179,3.0,u,11.2,3.0,1.0,1.0,5.318119993844216,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,33.0,3.0,1.0,1.0,0.0,0.0,prop_vendida,13.45883704259595,0.0
7180,3.0,u,11.2,3.0,2.0,1.0,5.298317366548036,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,43.0,2.0,1.0,1.0,1.0,0.0,prop_vendida,13.541075028051122,2.1972245773362196
7181,2.0,h,11.2,2.0,1.0,2.0,6.480044561926653,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,37.0,2.0,1.0,1.0,1.0,0.0,prop_vendida,13.989464705423494,0.0
7183,3.0,h,11.2,3.0,1.0,1.0,6.4692503167957724,Moonee Valley City Council,Western Metropolitan,2291.0,4.0,1.0,34.0,3.0,1.0,1.0,0.0,1.0,prop_vendida,13.830400155679214,4.204692619390966
7184,3.0,h,11.2,3.0,1.0,0.0,6.489204931325317,Moonee Valley City Council,Western Metropolitan,2291.0,4.0,1.0,28.0,5.0,1.0,1.0,0.0,0.0,prop_vendida_prev,13.681980308196241,4.204692619390966
7185,3.0,h,11.2,3.0,1.0,1.0,6.480044561926653,Moonee Valley City Council,Western Metropolitan,2291.0,4.0,1.0,34.0,3.0,1.0,1.0,0.0,1.0,prop_vendida,13.83531416565213,0.0
7186,3.0,u,11.2,3.0,1.0,1.0,5.6240175061873385,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,37.0,2.0,1.0,1.0,1.0,0.0,prop_vendida,13.558035621229783,0.0
7187,2.0,u,11.2,2.0,1.0,1.0,5.1298987149230735,Moonee Valley City Council,Western Metropolitan,2291.0,5.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,prop_vendida_prev,13.166382176694869,0.0
7189,3.0,h,11.2,3.0,1.0,1.0,6.48768401848461,Moonee Valley City Council,Western Metropolitan,2291.0,3.0,4.0,19.0,0.0,0.0,1.0,0.0,0.0,prop_vendida,13.910821646859095,0.0
7190,2.0,h,11.2,2.0,1.0,1.0,6.473890696352274,Moonee Valley City Council,Western Metropolitan,2291.0,5.0,3.0,30.0,2.0,1.0,1.0,1.0,0.0,prop_vendida,13.822487164748866,0.0
7192,4.0,h,11.2,4.0,3.0,3.0,0.6931471805599453,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,37.0,2.0,1.0,1.0,1.0,0.0,prop_transferida,14.034646891093473,4.204692619390966
7193,3.0,h,11.2,3.0,2.0,3.0,6.484635235635252,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,35.0,3.0,1.0,1.0,1.0,0.0,prop_vendida,13.959611767738522,0.0
7194,3.0,u,11.2,3.0,1.0,1.0,5.552959584921617,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,3.0,33.0,2.0,1.0,1.0,1.0,0.0,prop_vendida,13.522482219667573,0.0
7195,4.0,h,11.2,4.0,3.0,2.0,6.054439346269371,Moonee Valley City Council,Western Metropolitan,2291.0,1.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,prop_transferida,13.963931425151141,0.0
7198,3.0,h,11.2,3.0,1.0,1.0,6.4692503167957724,Moonee Valley City Council,Western Metropolitan,2291.0,4.0,4.0,21.0,2.0,1.0,1.0,0.0,0.0,prop_vendida,13.915356797910956,4.204692619390966
7200,2.0,u,11.2,2.0,1.0,1.0,5.602118820879701,Moonee Valley City Council,Western Metropolitan,2291.0,6.0,2.0,29.0,4.0,1.0,1.0,0.0,0.0,prop_vendida,13.28957298843418,0.0
7201,3.0,h,11.2,3.0,1.0,1.0,6.472346294500901,Moonee Valley City Council,Western Metropolitan,2291.0,3.0,1.0,25.0,4.0,1.0,0.0,0.0,1.0,prop_transferida,13.774689605110144,0.0
7202,3.0,u,11.2,3.0,2.0,2.0,5.3230099791384085,Moonee Valley City Council,Western Metropolitan,2291.0,1.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,prop_vendida,13.610944619216111,0.0
7203,4.0,h,2.3,4.0,3.0,4.0,5.7430031878094825,Melbourne City Council,Northern Metropolitan,6821.0,46.0,27.0,62.0,5.0,2.0,1.0,5.0,8.0,prop_vendida,14.887094516710158,4.919980925828125
7204,3.0,h,2.3,2.0,1.0,0.0,6.251903883165888,Melbourne City Council,Northern Metropolitan,6821.0,56.0,39.0,79.0,8.0,2.0,4.0,11.0,7.0,prop_vendida,14.3071539739341,0.0
7206,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,60.0,50.0,85.0,7.0,2.0,5.0,13.0,7.0,prop_vendida,13.199326270390594,3.8501476017100584
7207,1.0,u,2.3,1.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,32.0,18.0,51.0,6.0,2.0,1.0,3.0,7.0,prop_vendida,12.73670383776449,0.0
7208,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,35.0,22.0,58.0,6.0,2.0,1.0,3.0,7.0,prop_vendida,13.495306671216452,3.871201010907891
7209,3.0,h,2.3,3.0,1.0,0.0,4.442651256490317,Melbourne City Council,Northern Metropolitan,6821.0,68.0,65.0,102.0,9.0,5.0,7.0,14.0,7.0,prop_vendida,14.108180918195472,3.6375861597263857
7210,2.0,t,2.3,2.0,2.0,1.0,4.499809670330265,Melbourne City Council,Northern Metropolitan,6821.0,56.0,32.0,74.0,5.0,0.0,5.0,7.0,5.0,prop_vendida,13.915356797910956,2.0794415416798357
7211,2.0,t,2.3,2.0,1.0,1.0,5.37989735354046,Melbourne City Council,Northern Metropolitan,6821.0,46.0,26.0,61.0,5.0,2.0,1.0,4.0,8.0,prop_vendida,13.642348128015021,2.8903717578961645
7212,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,62.0,50.0,92.0,8.0,2.0,5.0,13.0,7.0,prop_vendida_prev,13.177799976438227,4.04305126783455
7213,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,200.0,103.0,124.0,9.0,13.0,7.0,16.0,4.0,vendida_despues_subasta,13.279368835614243,0.0
7216,1.0,u,2.3,1.0,1.0,1.0,6.953684210870537,Melbourne City Council,Northern Metropolitan,6821.0,207.0,107.0,120.0,9.0,13.0,7.0,16.0,4.0,puja_del_vendedor,12.923914877701906,1.791759469228055
7217,2.0,u,2.3,2.0,1.0,2.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,46.0,32.0,81.0,7.0,4.0,5.0,10.0,7.0,prop_vendida_prev,13.217675375388819,3.7376696182833684
7221,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,62.0,50.0,92.0,8.0,2.0,5.0,13.0,7.0,prop_vendida,13.07107218827772,0.0
7222,2.0,u,2.3,2.0,2.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,66.0,57.0,95.0,3.0,2.0,6.0,13.0,5.0,prop_vendida,13.369225017834633,2.3978952727983707
7223,4.0,h,2.3,3.0,2.0,1.0,5.5134287461649825,Melbourne City Council,Northern Metropolitan,6821.0,32.0,19.0,57.0,6.0,2.0,1.0,3.0,7.0,prop_vendida,14.100690252077353,0.0
7225,2.0,u,2.3,2.0,2.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,218.0,124.0,118.0,12.0,14.0,7.0,17.0,5.0,prop_vendida,13.487007879880162,2.9444389791664403
7226,2.0,t,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,141.0,75.0,108.0,7.0,6.0,5.0,15.0,6.0,prop_vendida,13.6967281480998,0.0
7229,3.0,h,2.3,3.0,2.0,1.0,4.59511985013459,Melbourne City Council,Northern Metropolitan,6821.0,147.0,77.0,109.0,9.0,6.0,5.0,15.0,6.0,prop_vendida,14.096923772119156,1.791759469228055
7230,1.0,u,2.3,1.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,220.0,137.0,125.0,14.0,14.0,9.0,17.0,6.0,prop_vendida_prev,12.81584093453868,2.6390573296152584
7231,3.0,t,2.3,3.0,2.0,2.0,4.23410650459726,Melbourne City Council,Northern Metropolitan,6821.0,50.0,35.0,68.0,3.0,0.0,5.0,7.0,4.0,prop_vendida,14.077875591662238,2.5649493574615367
7232,2.0,u,2.3,2.0,1.0,1.0,7.371489295214277,Melbourne City Council,Northern Metropolitan,6821.0,65.0,53.0,91.0,7.0,2.0,5.0,14.0,7.0,puja_del_vendedor,13.017005083966255,3.8501476017100584
7233,3.0,h,2.3,3.0,2.0,0.0,4.787491742782046,Melbourne City Council,Northern Metropolitan,6821.0,55.0,37.0,63.0,7.0,2.0,5.0,8.0,6.0,prop_vendida,14.141211419624977,4.844187086458591
7235,2.0,h,2.3,2.0,2.0,1.0,6.373319789577012,Melbourne City Council,Northern Metropolitan,6821.0,198.0,97.0,121.0,10.0,13.0,5.0,15.0,5.0,prop_vendida,13.805461232211272,2.1972245773362196
7236,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,66.0,53.0,87.0,6.0,2.0,6.0,13.0,6.0,prop_transferida,12.994532278619134,4.04305126783455
7238,2.0,u,2.3,2.0,1.0,2.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,56.0,41.0,73.0,3.0,2.0,5.0,9.0,5.0,prop_vendida,13.314636915215106,2.833213344056216
7240,3.0,h,2.3,2.0,1.0,0.0,5.455321115357702,Melbourne City Council,Northern Metropolitan,6821.0,65.0,68.0,106.0,9.0,5.0,7.0,14.0,6.0,prop_vendida,14.200773639026796,4.465908118654584
7241,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,66.0,53.0,87.0,6.0,2.0,6.0,13.0,6.0,prop_vendida,13.290418653016225,0.0
7242,2.0,t,2.3,2.0,2.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,59.0,48.0,85.0,3.0,0.0,6.0,10.0,4.0,puja_del_vendedor,14.077875591662238,0.0
7244,2.0,h,2.3,2.0,2.0,0.0,4.709530201312334,Melbourne City Council,Northern Metropolitan,6821.0,37.0,23.0,55.0,5.0,2.0,1.0,3.0,8.0,prop_vendida,13.825461878915961,4.762173934797756
7245,2.0,h,2.3,2.0,1.0,0.0,5.093750200806762,Melbourne City Council,Northern Metropolitan,6821.0,57.0,35.0,68.0,3.0,0.0,5.0,8.0,4.0,prop_vendida,14.051373671575362,4.04305126783455
7246,2.0,u,2.3,2.0,1.0,2.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,224.0,146.0,124.0,14.0,14.0,9.0,17.0,5.0,prop_vendida,13.3374763699232,2.5649493574615367
7250,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,60.0,42.0,69.0,7.0,2.0,5.0,13.0,7.0,prop_vendida,13.199326270390594,3.8501476017100584
7252,2.0,h,2.3,2.0,2.0,1.0,4.997212273764115,Melbourne City Council,Northern Metropolitan,6821.0,50.0,29.0,66.0,7.0,2.0,4.0,10.0,7.0,prop_vendida_prev,13.997832948091215,0.0
7256,2.0,u,2.3,2.0,1.0,1.0,7.741533589281828,Melbourne City Council,Northern Metropolitan,6821.0,68.0,51.0,90.0,6.0,2.0,6.0,13.0,7.0,prop_vendida,13.235693848424024,3.7612001156935624
7257,2.0,h,2.3,2.0,2.0,1.0,4.04305126783455,Melbourne City Council,Northern Metropolitan,6821.0,140.0,75.0,107.0,7.0,6.0,5.0,15.0,6.0,puja_del_vendedor,13.592368256649284,1.791759469228055
7258,2.0,u,2.3,2.0,2.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,71.0,61.0,100.0,4.0,2.0,6.0,13.0,5.0,prop_vendida,13.408295419445777,1.6094379124341003
7259,2.0,u,2.3,2.0,1.0,2.0,6.913737350659685,Melbourne City Council,Northern Metropolitan,6821.0,32.0,21.0,55.0,6.0,2.0,1.0,3.0,7.0,prop_vendida_prev,13.217775370207352,3.828641396489095
7260,1.0,u,2.3,1.0,1.0,1.0,6.478509642208569,Melbourne City Council,Northern Metropolitan,6821.0,56.0,36.0,66.0,7.0,2.0,4.0,9.0,6.0,prop_vendida_prev,12.788291058675025,3.8501476017100584
7261,1.0,u,2.3,1.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,46.0,32.0,81.0,7.0,4.0,5.0,10.0,7.0,prop_vendida,12.676079399771027,3.7376696182833684
7262,3.0,t,2.3,3.0,2.0,1.0,4.143134726391533,Melbourne City Council,Northern Metropolitan,6821.0,58.0,33.0,65.0,4.0,0.0,5.0,8.0,4.0,puja_del_vendedor,13.815511557963774,4.574710978503383
7264,2.0,u,2.3,2.0,2.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,200.0,103.0,124.0,9.0,13.0,7.0,16.0,4.0,prop_vendida,13.76421831620775,0.0
7265,3.0,t,2.3,3.0,2.0,1.0,4.189654742026425,Melbourne City Council,Northern Metropolitan,6821.0,123.0,88.0,111.0,13.0,9.0,6.0,15.0,5.0,prop_vendida,13.878486296092358,2.1972245773362196
7266,2.0,h,2.3,2.0,1.0,1.0,4.727387818712341,Melbourne City Council,Northern Metropolitan,6821.0,168.0,72.0,102.0,4.0,8.0,6.0,12.0,3.0,prop_vendida,13.69334405393293,4.919980925828125
7269,2.0,u,2.3,2.0,1.0,1.0,0.6931471805599453,Melbourne City Council,Northern Metropolitan,6821.0,55.0,39.0,65.0,7.0,2.0,5.0,10.0,7.0,prop_vendida_prev,13.283010055332431,3.8501476017100584
7271,2.0,h,5.5,2.0,1.0,1.0,5.5093883366279774,Darebin City Council,Northern Metropolitan,11364.0,72.0,22.0,85.0,7.0,9.0,3.0,5.0,1.0,prop_vendida,14.067047961384375,4.844187086458591
7272,3.0,h,5.5,3.0,1.0,1.0,5.37989735354046,Darebin City Council,Northern Metropolitan,11364.0,101.0,60.0,87.0,6.0,2.0,2.0,4.0,2.0,prop_vendida,13.997832948091215,4.574710978503383
7273,3.0,h,5.5,3.0,2.0,2.0,5.662960480135946,Darebin City Council,Northern Metropolitan,11364.0,136.0,64.0,93.0,8.0,9.0,2.0,8.0,3.0,vendida_despues_subasta,14.139404735705671,2.302585092994046
7274,2.0,u,5.5,2.0,2.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,137.0,62.0,89.0,11.0,11.0,6.0,8.0,3.0,prop_vendida,13.353476685668044,0.0
7275,4.0,h,5.5,4.0,2.0,1.0,6.144185634125646,Darebin City Council,Northern Metropolitan,11364.0,53.0,38.0,64.0,7.0,1.0,2.0,2.0,2.0,puja_del_vendedor,14.285514812209815,4.672828834461906
7279,3.0,h,5.5,3.0,2.0,1.0,5.594711379601839,Darebin City Council,Northern Metropolitan,11364.0,147.0,73.0,96.0,10.0,10.0,2.0,9.0,3.0,prop_transferida,14.085538458535822,4.584967478670572
7280,2.0,h,5.5,2.0,1.0,0.0,4.955827057601261,Darebin City Council,Northern Metropolitan,11364.0,139.0,66.0,80.0,10.0,10.0,4.0,8.0,3.0,prop_vendida,13.849912950864715,0.0
7281,3.0,h,5.5,3.0,2.0,4.0,6.421622267806518,Darebin City Council,Northern Metropolitan,11364.0,34.0,10.0,78.0,6.0,4.0,1.0,3.0,1.0,prop_vendida,14.498607907721096,0.0
7282,2.0,u,5.5,2.0,1.0,2.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,48.0,22.0,65.0,6.0,1.0,4.0,5.0,1.0,prop_vendida,13.291263603053904,0.0
7283,3.0,h,5.5,3.0,1.0,3.0,6.257667587882639,Darebin City Council,Northern Metropolitan,11364.0,32.0,14.0,97.0,3.0,0.0,1.0,7.0,1.0,prop_vendida,14.104442598879876,0.0
7284,3.0,h,5.5,3.0,1.0,1.0,5.517452896464707,Darebin City Council,Northern Metropolitan,11364.0,96.0,57.0,99.0,6.0,2.0,3.0,6.0,2.0,prop_transferida,14.352004513273993,4.844187086458591
7285,4.0,h,5.5,4.0,1.0,1.0,6.186208623900494,Darebin City Council,Northern Metropolitan,11364.0,78.0,27.0,98.0,7.0,9.0,3.0,6.0,1.0,prop_vendida_prev,14.279245203127035,4.5217885770490405
7288,6.0,h,5.5,6.0,2.0,2.0,6.651571873589727,Darebin City Council,Northern Metropolitan,11364.0,39.0,24.0,73.0,6.0,1.0,1.0,3.0,1.0,prop_vendida_prev,14.508658238524095,3.2188758248682006
7291,2.0,u,5.5,2.0,2.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,87.0,61.0,93.0,5.0,2.0,2.0,6.0,2.0,prop_vendida_prev,13.275944180597024,1.791759469228055
7292,2.0,u,5.5,2.0,1.0,1.0,7.5411524551363085,Darebin City Council,Northern Metropolitan,11364.0,119.0,54.0,66.0,6.0,4.0,4.0,4.0,3.0,prop_vendida_prev,12.94323910384853,0.0
7294,3.0,h,5.5,3.0,1.0,1.0,5.3706380281276624,Darebin City Council,Northern Metropolitan,11364.0,131.0,52.0,94.0,13.0,12.0,4.0,7.0,3.0,prop_transferida,13.664688831019712,0.0
7295,2.0,t,5.5,2.0,2.0,2.0,4.04305126783455,Darebin City Council,Northern Metropolitan,11364.0,38.0,15.0,70.0,8.0,1.0,7.0,0.0,3.0,puja_del_vendedor,13.384729180332174,1.3862943611198906
7299,4.0,h,5.5,4.0,2.0,1.0,6.0330862217988015,Darebin City Council,Northern Metropolitan,11364.0,108.0,59.0,105.0,6.0,2.0,2.0,6.0,2.0,prop_transferida,14.346139397261565,4.762173934797756
7300,2.0,h,5.5,2.0,1.0,3.0,6.411818267709897,Darebin City Council,Northern Metropolitan,11364.0,19.0,7.0,86.0,4.0,0.0,1.0,2.0,1.0,vendida_despues_subasta,14.269766465162304,4.276666119016055
7301,2.0,h,5.5,2.0,1.0,1.0,5.262690188904886,Darebin City Council,Northern Metropolitan,11364.0,145.0,72.0,77.0,9.0,9.0,4.0,8.0,3.0,prop_vendida,13.76421831620775,4.574710978503383
7303,3.0,h,5.5,3.0,1.0,3.0,6.161207321695077,Darebin City Council,Northern Metropolitan,11364.0,140.0,71.0,87.0,10.0,9.0,2.0,9.0,1.0,prop_vendida_prev,14.319312171022725,4.532599493153256
7304,4.0,h,5.5,4.0,1.0,2.0,6.413458957167357,Darebin City Council,Northern Metropolitan,11364.0,147.0,76.0,92.0,8.0,10.0,2.0,9.0,3.0,prop_vendida,14.48334044336031,4.98993429132862
7306,4.0,h,5.5,2.0,1.0,1.0,5.755742213586912,Darebin City Council,Northern Metropolitan,11364.0,117.0,47.0,92.0,11.0,12.0,7.0,7.0,2.0,prop_vendida,13.715691327653829,0.0
7307,3.0,h,5.5,3.0,2.0,1.0,5.564520407322694,Darebin City Council,Northern Metropolitan,11364.0,140.0,62.0,69.0,7.0,10.0,5.0,8.0,3.0,prop_vendida,14.042646927360453,4.672828834461906
7308,2.0,u,5.5,2.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,127.0,70.0,93.0,8.0,7.0,2.0,9.0,2.0,prop_vendida,13.30635187740947,0.0
7309,2.0,h,5.5,2.0,1.0,2.0,5.855071922202427,Darebin City Council,Northern Metropolitan,11364.0,30.0,11.0,64.0,8.0,1.0,7.0,0.0,3.0,prop_vendida,13.83531416565213,4.406719247264253
7311,1.0,u,5.5,1.0,1.0,2.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,73.0,35.0,79.0,5.0,4.0,2.0,4.0,2.0,prop_vendida,12.983103608918753,3.8501476017100584
7312,2.0,h,5.5,2.0,1.0,1.0,4.927253685157205,Darebin City Council,Northern Metropolitan,11364.0,131.0,48.0,96.0,13.0,12.0,5.0,7.0,2.0,prop_transferida,13.579789490265188,2.833213344056216
7313,3.0,h,5.5,2.0,1.0,2.0,6.212606095751519,Darebin City Council,Northern Metropolitan,11364.0,61.0,29.0,97.0,6.0,1.0,4.0,13.0,0.0,prop_vendida,13.805461232211272,0.0
7314,2.0,u,5.5,2.0,1.0,2.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,48.0,22.0,65.0,6.0,1.0,4.0,5.0,1.0,prop_vendida,13.312985389904174,2.833213344056216
7318,4.0,h,5.5,4.0,2.0,2.0,6.091309882077698,Darebin City Council,Northern Metropolitan,11364.0,76.0,36.0,81.0,5.0,6.0,2.0,4.0,2.0,prop_vendida,14.635290829986122,3.2188758248682006
7319,1.0,u,5.5,1.0,1.0,0.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,60.0,34.0,78.0,6.0,1.0,2.0,5.0,3.0,prop_vendida_prev,12.861001210669146,3.8501476017100584
7322,2.0,h,5.5,2.0,1.0,0.0,5.910796644040527,Darebin City Council,Northern Metropolitan,11364.0,133.0,62.0,95.0,7.0,9.0,3.0,8.0,3.0,prop_vendida,13.710151153416941,0.0
7323,4.0,h,5.5,4.0,1.0,2.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,112.0,45.0,86.0,10.0,12.0,8.0,7.0,2.0,prop_vendida,14.108180918195472,0.0
7324,3.0,h,5.5,3.0,2.0,1.0,5.942799375126701,Darebin City Council,Northern Metropolitan,11364.0,65.0,30.0,97.0,6.0,1.0,4.0,13.0,1.0,prop_vendida,14.077875591662238,0.0
7326,4.0,h,5.5,4.0,2.0,2.0,5.648974238161206,Darebin City Council,Northern Metropolitan,11364.0,137.0,64.0,96.0,8.0,9.0,2.0,8.0,3.0,prop_transferida,14.085538458535822,0.0
7327,2.0,h,5.5,4.0,1.0,2.0,5.480638923341991,Darebin City Council,Northern Metropolitan,11364.0,147.0,76.0,89.0,8.0,10.0,3.0,9.0,3.0,prop_vendida,13.921671653072837,0.0
7330,2.0,h,5.5,2.0,1.0,2.0,5.442417710521793,Darebin City Council,Northern Metropolitan,11364.0,48.0,20.0,58.0,5.0,0.0,3.0,4.0,2.0,prop_vendida,13.721200977393528,4.762173934797756
7334,3.0,t,5.5,3.0,3.0,1.0,4.04305126783455,Darebin City Council,Northern Metropolitan,11364.0,38.0,14.0,69.0,8.0,1.0,7.0,0.0,3.0,prop_vendida,13.629182184591333,1.3862943611198906
7336,4.0,h,5.5,4.0,1.0,2.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,147.0,73.0,99.0,11.0,10.0,3.0,9.0,3.0,prop_transferida,14.557448378884015,0.0
7338,3.0,h,5.5,3.0,1.0,1.0,6.102558594613569,Darebin City Council,Northern Metropolitan,11364.0,26.0,7.0,78.0,5.0,2.0,1.0,0.0,1.0,prop_vendida,13.989464705423494,4.574710978503383
7340,3.0,t,5.5,3.0,1.0,2.0,5.225746673713202,Darebin City Council,Northern Metropolitan,11364.0,57.0,27.0,68.0,5.0,1.0,4.0,7.0,1.0,prop_vendida,13.670485941982712,2.3978952727983707
7343,4.0,h,5.5,5.0,2.0,1.0,6.354370040797351,Darebin City Council,Northern Metropolitan,11364.0,135.0,63.0,74.0,8.0,9.0,4.0,8.0,3.0,prop_vendida,14.59253968227493,4.844187086458591
7344,3.0,h,5.5,3.0,1.0,2.0,6.416732282512326,Darebin City Council,Northern Metropolitan,11364.0,134.0,62.0,95.0,7.0,9.0,3.0,8.0,3.0,prop_vendida,13.897091466615258,0.0
7345,1.0,u,5.5,1.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,95.0,63.0,97.0,6.0,2.0,2.0,4.0,2.0,prop_vendida,12.650761671914688,4.04305126783455
7347,1.0,u,5.5,1.0,1.0,0.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,60.0,34.0,78.0,6.0,1.0,2.0,5.0,3.0,prop_transferida,12.676079399771027,0.0
7348,2.0,h,5.5,2.0,1.0,1.0,5.424950017481403,Darebin City Council,Northern Metropolitan,11364.0,135.0,61.0,93.0,12.0,12.0,7.0,8.0,3.0,prop_vendida,13.698977865303197,4.672828834461906
7351,5.0,h,5.5,4.0,3.0,3.0,6.198478716492308,Darebin City Council,Northern Metropolitan,11364.0,134.0,63.0,91.0,9.0,9.0,2.0,8.0,3.0,prop_vendida,14.80876270134486,4.574710978503383
7352,2.0,h,5.5,2.0,1.0,0.0,5.442417710521793,Darebin City Council,Northern Metropolitan,11364.0,85.0,52.0,83.0,7.0,2.0,2.0,4.0,1.0,prop_vendida,13.911730323969618,4.672828834461906
7354,3.0,h,5.5,3.0,1.0,2.0,5.945420608606575,Darebin City Council,Northern Metropolitan,11364.0,62.0,24.0,106.0,7.0,7.0,1.0,13.0,0.0,prop_vendida,13.738630593541341,0.0
7356,3.0,h,5.5,3.0,1.0,0.0,5.075173815233827,Darebin City Council,Northern Metropolitan,11364.0,101.0,59.0,107.0,5.0,2.0,2.0,5.0,2.0,prop_vendida_prev,13.864301674514206,4.672828834461906
7357,3.0,h,5.5,3.0,1.0,1.0,5.19295685089021,Darebin City Council,Northern Metropolitan,11364.0,139.0,68.0,80.0,11.0,10.0,4.0,8.0,3.0,prop_vendida,13.825461878915961,2.833213344056216
7358,5.0,h,5.5,5.0,2.0,2.0,6.542471960506805,Darebin City Council,Northern Metropolitan,11364.0,87.0,54.0,80.0,7.0,2.0,2.0,4.0,1.0,prop_vendida,14.583301745557,4.574710978503383
7360,2.0,u,5.5,2.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,11364.0,40.0,23.0,72.0,6.0,1.0,1.0,3.0,1.0,prop_transferida,12.971542813248437,3.8501476017100584
7361,3.0,h,5.5,3.0,1.0,1.0,6.261491684321042,Darebin City Council,Northern Metropolitan,11364.0,145.0,73.0,94.0,10.0,10.0,2.0,9.0,2.0,prop_vendida_prev,14.45736497045232,4.672828834461906
