direccion_completa,x,y
"St Kilda, 204/7 Brighton Rd, 3182",-37.8684823,144.9868976
"North Melbourne, 204/85 Leveson St, 3051",-37.8024176,144.9509645
"Spotswood, 204/88 Hudsons Rd, 3015",-37.8294569,144.8847846
"Prahran, 204/8 Bangs St, 3181",-37.8518649,144.9963964
"Fitzroy North, 20/4 Bik La, 3068",-37.7832944,144.9838466
"Sandringham, 205/18 Station St, 3191",-37.9489563,145.0043182
"Toorak, 205/1 Wallace Av, 3142",-37.8405328,145.0070629
"Carnegie, 205/28 Jersey Pde, 3163",-37.8877768,145.0599242
"Collingwood, 205/46 Cambridge St, 3066",-37.8075383,144.985242
"Kew, 205/56 Harp Rd, 3101",-37.7998764,145.0538434
"Carlton, 205/85 Rathdowne St, 3053",-37.8049279,144.9689696
"Caulfield North, 206/100 Hawthorn Rd, 3161",-37.8729175,145.0243306
"Bentleigh East, 206/24 Becket Av, 3165",-37.9208233,145.0553932
"Footscray, 206/250 Barkly St, 3011",-37.7991858,144.8960777
"Elsternwick, 206/28 Riddell Pde, 3185",-37.8853439,145.0022834
"Melbourne, 206/325 Collins St, 3000",-37.816598,144.9634599
"Prahran, 206/8 Bangs St, 3181",-37.8518649,144.9963964
"Northcote, 206/8 Breavington Wy, 3070",-37.7680681,145.0022377
"Mulgrave, 206 Hansworth St, 3170",-37.9357491,145.1873999
"Princes Hill, 206 Richardson St, 3054",-37.7840738,144.9689298
"Brunswick East, 206 Stewart St, 3057",-37.7652861,144.9774078
"Kensington, 206 Stockmans Wy, 3031",-37.7934042,144.9170637
"Essendon, 20/6 Winifred St, 3040",-37.745376,144.9124089
"Hawthorn, 207/17 Riversdale Rd, 3122",-37.8277198,145.0269207
"Carnegie, 207/21 Belsize Av, 3163",-37.8897106,145.0592499
"Toorak, 20/723 Orrong Rd, 3142",-37.8392804,145.0139478
"North Melbourne, 207/97 Flemington Rd, 3051",-37.7984308,144.9526986
"Port Melbourne, 207 Nott St, 3207",-37.8375343,144.9412551
"Port Melbourne, 208/115 Nott St, 3207",-37.8400142,144.9389959
"Moorabbin, 208/11 Central Av, 3189",-37.9348373,145.0377774
"Preston, 208/277 Raglan St, 3072",-37.7491142,145.0030658
"West Footscray, 208/432 Geelong Rd, 3012",-37.810882,144.8690399
"Maribyrnong, 208/54 La Scala Av, 3032",-37.7809631,144.8940056
"Abbotsford, 20/85 Nicholson St, 3067",-37.8066461,144.9963139
"Fairfield, 208 Bastings St, 3078",-37.7761106,145.0158037
"Elwood, 20/8 Robert St, 3184",-37.8790262,144.9914271
"Elwood, 209/12 Dickens St, 3184",-37.8712841,144.9866159
"Richmond, 209/18 Tanner St, 3121",-37.8231969,144.9906432
"St Kilda, 20/93 Argyle St, 3182",-37.86309,144.9886381
"Richmond, 209/45 York St, 3121",-37.8129443,144.9930478
"Fitzroy, 209/48 Rose St, 3065",-37.7963746,144.9768992
"North Melbourne, 209/64 MacAulay Rd, 3051",-37.7983269,144.9425919
"Bentleigh East, 20 Abbin Av, 3165",-37.9317216,145.0515639
"Oakleigh South, 20 Abercrombie St, 3167",-37.9310615,145.0833082
"Sandringham, 20A Codrington St, 3191",-37.950892,145.01622
"Reservoir, 20a Glasgow Av, 3073",-37.7069067,145.0055396
"Bentleigh East, 20A Hinkler Av, 3165",-37.9342558,145.0507372
"Ashburton, 20 Alamein Av, 3147",-37.8687818,145.0830502
"Rosanna, 20 Alfreda Av, 3084",-37.7418499,145.0707442
"Altona, 20A McBain St, 3018",-37.8688349,144.8276591
"Coburg, 20A Queen St, 3058",-37.7521658,144.9499634
"Mentone, 20A Winsome St, 3194",-37.9761676,145.0643093
"Bentleigh East, 20b Begg St, 3165",-37.92032,145.077312
"MacLeod, 20 Broadford Cr, 3085",-37.7197906,145.0659812
"Viewbank, 20 Broadlea Cr, 3084",-37.7303176,145.0958321
"Brunswick, 20 Collier Cr, 3056",-37.7721864,144.9534417
"Sydenham, 20 Cressida Cr, 3037",-37.7055051,144.7710083
"Airport West, 20 Creswell Av, 3042",-37.73338,144.8872627
"Werribee, 20 Dobell Cr, 3030",-37.885448,144.6711924
"Cranbourne West, 20 Elandra Wy, 3977",-38.105683,145.2549893
"Balwyn, 20 Elliott Av, 3103",-37.8064022,145.0727935
"Dandenong North, 20 Exell Dr, 3175",-37.9461732,145.2137342
"Brunswick West, 20 Fitzgibbon Av, 3055",-37.7707624,144.9462242
"Niddrie, 20 George St, 3042",-37.7432329,144.8853267
"Elwood, 20 Gordon Av, 3184",-37.8768135,144.9850666
"Hampton East, 20 Highbury Av, 3188",-37.9359118,145.0334158
"Mernda, 20 Hillgrove Wy, 3754",-37.6022101,145.0673785
"Ormond, 20 Howard Av, 3204",-37.902911,145.0275125
"Rosanna, 20 Jones Cr, 3084",-37.7388068,145.0773896
"Clayton South, 20 Lanark St, 3169",-37.9340239,145.115053
"South Melbourne, 20 Law St, 3205",-37.8334151,144.9662584
"Prahran, 20 Leila St, 3181",-37.8492763,144.9987269
"Glenroy, 20 Leonard Av, 3046",-37.7046886,144.9305416
"Mount Waverley, 20 Leyland Rd, 3149",-37.8580362,145.1164529
"Reservoir, 20 Liston Av, 3073",-37.6974096,145.0191354
"Caulfield East, 20 Lloyds Av, 3145",-37.8857634,145.0449823
"Reservoir, 20 Locher Av, 3073",-37.6999728,145.0242632
"Brunswick, 20 Luscombe St, 3056",-37.7767549,144.9700739
"Doncaster East, 20 Major St, 3109",-37.7852947,145.1529666
"St Kilda, 20 Marlton Cr, 3182",-37.8582798,144.9902346
"Richmond, 20 Moorhouse St, 3121",-37.8172294,144.9908039
"Northcote, 20 Oldis Av, 3070",-37.7729101,144.9997934
"Mulgrave, 20 Oliver Ct, 3170",-37.9376133,145.2140955
"Camberwell, 20 Orrong Cr, 3124",-37.8392413,145.0699942
"Lalor, 20 Parfrey Av, 3075",-37.6693234,144.9962139
"Rockbank, 20 Quarters St, 3335",-37.718735,144.6609831
"Moonee Ponds, 20 Railway Cr, 3039",-37.7624556,144.9177539
"Carnegie, 20 Rigby Av, 3163",-37.8996007,145.0540621
"Reservoir, 20 Robins Av, 3073",-37.6994599,145.028173
"Coburg North, 20 Ronald St, 3058",-37.7303855,144.9809112
"Oakleigh South, 20 Sherbrooke Av, 3167",-37.9371982,145.0809157
"Viewbank, 20 Sherlowe Cr, 3084",-37.7325721,145.0976982
"Bentleigh East, 20 Stockdale Av, 3165",-37.9173676,145.0657812
"Glenroy, 20 Tarana Av, 3046",-37.7114381,144.9073595
"Balwyn North, 20 Trentwood Av, 3104",-37.7889303,145.0966609
"Greensborough, 20 Viewgrand Wy, 3088",-37.6841488,145.1191009
"Clarinda, 20 Wandoo Av, 3169",-37.9297383,145.107551
"Cheltenham, 20 Wembley Av, 3192",-37.9622988,145.0455301
"Canterbury, 20 Wentworth Av, 3126",-37.82088,145.0714232
"Albion, 20 Westgate Av, 3020",-37.7770073,144.813085
"Thornbury, 2/100 Collins St, 3071",-37.7557884,145.0114121
"Heidelberg Heights, 2/100 Edwin St, 3081",-37.7500267,145.0512329
"Northcote, 210/231 St Georges Rd, 3070",-37.7652036,144.9915665
"Carlton, 210/264 Drummond St, 3053",-37.7998041,144.9688662
"Templestowe, 2/102 Wood St, 3106",-37.7560648,145.128862
"Docklands, 2103/1 Point Park Cr, 3008",-37.8236836,144.9413555
"Preston, 2/103 Bruce St, 3072",-37.7416901,144.992427
"Doncaster East, 2/1047 Doncaster Rd, 3109",-37.7889377,145.1636827
"Port Melbourne, 210/49 Beach St, 3207",-37.8422994,144.9373984
"St Kilda, 2/104 Barkly St, 3182",-37.8647062,144.9818682
"Northcote, 2/105 Arthurton Rd, 3070",-37.7683493,144.9898307
"Altona Meadows, 2/105 Merton St, 3028",-37.8735206,144.7777554
"South Yarra, 210/657 Chapel St, 3141",-37.8369038,144.9959297
"Middle Park, 2/106 Nimmo St, 3206",-37.8523459,144.9600986
"St Albans, 2/107 Fox St, 3021",-37.7331337,144.8041657
"Croydon, 2/107 Mount View Pde, 3136",-37.7866212,145.2986115
"Noble Park, 2/1082 Heatherton Rd, 3174",-37.965014,145.17059
"Kensington, 210/86 Altona St, 3031",-37.7967163,144.9254997
"Ascot Vale, 210/8 Burrowes St, 3032",-37.7785937,144.9140606
"Preston, 2/108 Murray Rd, 3072",-37.7394395,145.0192965
"Moonee Ponds, 2/108 Pascoe Vale Rd, 3039",-37.7620784,144.9259831
"Brighton, 2/109 Roslyn St, 3186",-37.919115,145.002909
"Boronia, 2/10 Bambury St, 3155",-37.8579134,145.2908386
"Heidelberg West, 2/10 Bardia St, 3081",-37.7480065,145.039479
"Brunswick, 2/10 Breese St, 3056",-37.7633653,144.9615837
"Altona North, 2/10 Cleghorn Av, 3025",-37.8347,144.861536
"Blackburn, 2/10 Frankcom St, 3130",-37.8190899,145.1436878
"Glenroy, 2/10 Gladstone Pde, 3046",-37.706286,144.91451
"Footscray, 2/10 Leigh St, 3011",-37.7935332,144.8832502
"Balwyn, 2/10 Mangan St, 3103",-37.8119758,145.083393
"Wantirna South, 2/10 Monaro Cl, 3152",-37.8564529,145.2497669
"Pascoe Vale, 2/10 Oak St, 3044",-37.7221732,144.9250164
"Blackburn, 2/10 Oliver Av, 3130",-37.8226784,145.1634651
"Brunswick East, 2/10 Rathdowne St, 3057",-37.7789343,144.9738785
"Bulleen, 2/10 Ronald Av, 3105",-37.7642879,145.0903266
"Glen Huntly, 2/10 Rosedale Av, 3163",-37.8909556,145.0442235
"Glen Waverley, 2/10 Sagan Ct, 3150",-37.8646932,145.1566994
"Kew, 2/10 Wishart St, 3101",-37.8022912,145.0503403
"Toorak, 21/1059 Malvern Rd, 3142",-37.850929,145.0261793
"Ivanhoe, 2/110 Hawker St, 3079",-37.7587971,145.0323327
"Thornbury, 2/110 Normanby Av, 3071",-37.7582751,144.9900114
"Balwyn, 2/111 Strabane Av, 3103",-37.8070536,145.1020622
"Kensington, 211/255 Racecourse Rd, 3031",-37.788616,144.9327856
"Carnegie, 2/112 Mimosa Rd, 3163",-37.8859851,145.0535834
"Airport West, 2/112 Parer Rd, 3042",-37.7192913,144.8821274
"Hampton East, 2/113 Spring Rd, 3188",-37.9384853,145.0334321
"Ivanhoe, 2/114 Bond St, 3079",-37.7613832,145.0322767
"Lalor, 2/115 Messmate St, 3075",-37.6758413,145.0261252
"Balwyn, 2/115 Strabane Av, 3103",-37.807198,145.101659
"Moonee Ponds, 21/17 Moore St, 3039",-37.7676493,144.9200019
"Clifton Hill, 21/184 Noone St, 3068",-37.7940311,144.9989546
"Brunswick East, 21/191 Lygon St, 3057",-37.7718894,144.971423
"Hawthorn East, 211/96 Camberwell Rd, 3123",-37.8271762,145.0516176
"Bulleen, 2/119 Willow Bnd, 3105",-37.7822866,145.1002259
"Glenroy, 2/11 Apsley St, 3046",-37.7081024,144.9268774
"Burwood, 2/11 Aylwin Av, 3125",-37.8468254,145.1010657
"Brunswick, 2/11 Barningham St, 3056",-37.7664442,144.9643211
"Donvale, 2/11 Chippewa Av, 3111",-37.8047178,145.1923108
"Brooklyn, 2/11 Cypress Av, 3012",-37.8230838,144.8470605
"Braybrook, 2/11 Dobson Cr, 3019",-37.785519,144.84801
"Hawthorn, 21/1 Domville Av, 3122",-37.8212572,145.0223916
"Brunswick West, 2/11 Egginton St, 3055",-37.7603945,144.9393047
"Meadow Heights, 2/11 Elgata Cl, 3048",-37.648867,144.9227785
"Balwyn, 2/11 Ellen St, 3103",-37.8097677,145.0809991
"Bulleen, 2/11 Estelle St, 3105",-37.7789262,145.0900446
"Glen Waverley, 2/11 Evelyn St, 3150",-37.880472,145.1664896
"Moorabbin, 2/11 Franklin St, 3189",-37.9390398,145.0529796
"Preston, 2/11 Graham Ct, 3072",-37.734217,144.995069
"Chadstone, 2/11 Hiscock St, 3148",-37.8829547,145.0986799
"Doncaster East, 2/11 Howell Cl, 3109",-37.7710779,145.1774061
"Bentleigh, 2/11 Lawson St, 3204",-37.9227753,145.0487869
"Broadmeadows, 2/11 Osway St, 3047",-37.6921013,144.9170549
"Deepdene, 2/11 Peverill St, 3103",-37.814183,145.0613682
"Brunswick, 21/1 Pottery Ct, 3056",-37.7703365,144.9533473
"Strathmore, 2/11 Roslyn St, 3041",-37.728988,144.915791
"Parkdale, 2/11 Royal Pde, 3195",-38.0001498,145.0807619
"Ashwood, 2/11 Salisbury Rd, 3147",-37.8719272,145.1016742
"Eaglemont, 2/11 Silverdale Rd, 3084",-37.7676504,145.0536452
"Ringwood, 2/11 Sussex St, 3134",-37.8272261,145.2253186
"Tullamarine, 2/11 Tullamarina Av, 3043",-37.7072548,144.8848066
"Surrey Hills, 2/11 Union Rd, 3127",-37.8345485,145.0960482
"Collingwood, 212/132 Smith St, 3066",-37.804475,144.983604
"Glenroy, 2/121 Widford St, 3046",-37.6963884,144.9243794
"Brunswick, 212/201 Albert St, 3056",-37.768755,144.9648836
"Glenroy, 2/122 Loongana Av, 3046",-37.7079705,144.9068621
"Airport West, 2/123 Parer Rd, 3042",-37.7192325,144.8786512
"Balwyn North, 212/3 Tannock St, 3104",-37.7909955,145.0946031
"Abbotsford, 212/4 Acacia Pl, 3067",-37.8117587,145.0141491
"Reservoir, 2/125 North Rd, 3073",-37.723005,145.014192
"South Yarra, 21/27 Avoca St, 3141",-37.8373287,144.989231
"Airport West, 2/127 McNamara Av, 3042",-37.721152,144.881975
"Hawthorn East, 212/8 Montrose St, 3123",-37.8229863,145.0461937
"Eltham, 2/1298 Main Rd, 3095",-37.70358,145.16218
"Carnegie, 2/12 Arawatta St, 3163",-37.8851683,145.0592063
"Port Melbourne, 2/12 Barlow St, 3207",-37.8393651,144.9408722
"Reservoir, 2/12 Bedford St, 3073",-37.717634,145.008852
"Bentleigh East, 2/12 Brosa Av, 3165",-37.9308977,145.0507603
"Hughesdale, 2/12 Clapham Rd, 3166",-37.8939992,145.0841746
"Avondale Heights, 2/12 Doyle St, 3034",-37.762207,144.8601737
"St Albans, 2/12 Glendenning St, 3021",-37.746443,144.796476
"Epping, 2/12 Grimwade Ct, 3076",-37.6509073,145.0458569
"Balwyn North, 2/12 Highbury St, 3104",-37.7941726,145.0724031
"Kew, 2/12 Hope Ct, 3101",-37.7927583,145.0265846
"St Kilda, 2/12 Irymple Av, 3182",-37.8692815,144.9862791
"Glen Waverley, 2/12 Jordan Gr, 3150",-37.886855,145.1680818
"Black Rock, 2/12 Karrakatta St, 3193",-37.974795,145.0180234
"Mulgrave, 2/12 Knell St, 3170",-37.9290189,145.1695768
"Pascoe Vale, 2/12 Lake Av, 3044",-37.7171894,144.9352029
"Ormond, 2/12 Lillimur Rd, 3204",-37.9028759,145.0415739
"Bentleigh, 2/12 North Av, 3204",-37.930488,145.034807
"Glenroy, 2/12 Rowan St, 3046",-37.6981261,144.917281
"St Albans, 2/12 Station Av, 3021",-37.7421697,144.8159564
"Pascoe Vale, 2/12 Surrey St, 3044",-37.7264748,144.9486512
"Cheltenham, 2/1300 Nepean Hwy, 3192",-37.972021,145.0623263
"Mooroolbark, 2/130 Manchester Rd, 3138",-37.7804836,145.3123651
"Glen Huntly, 213/16 Etna St, 3163",-37.8898731,145.0407395
"Blackburn South, 2/134 Middleborough Rd, 3130",-37.8445103,145.1342716
"Carlton, 21/34 Neill St, 3053",-37.7935119,144.9729855
"Ashwood, 2/135 High Street Rd, 3147",-37.8665829,145.1032713
"Hughesdale, 2/1378 Dandenong Rd, 3166",-37.8931727,145.0870539
"Eltham, 2/137 Bolton St, 3095",-37.730934,145.134863
"Bulleen, 2/137 Manningham Rd, 3105",-37.7680885,145.0965373
"Airport West, 2/137 McNamara Av, 3042",-37.7204844,144.8821052
"South Yarra, 21/384 Toorak Rd, 3141",-37.8405766,145.0033258
"Balwyn North, 2/138 Winfield Rd, 3104",-37.7905301,145.1035037
"Port Melbourne, 213/99 Nott St, 3207",-37.8405031,144.9385446
"Glenroy, 2/13 Becket St S, 3046",-37.7006893,144.9121576
"Burwood, 2/13 Edwards St, 3125",-37.8490208,145.1007291
"Frankston, 2/13 Gairloch Dr, 3199",-38.1328446,145.1375224
"Oakleigh, 2/13 Heath Av, 3166",-37.9012279,145.0972199
"Moorabbin, 2/13 Horsmunden Rd, 3189",-37.9392427,145.0474103
"Ivanhoe, 2/13 Linden Av, 3079",-37.7567124,145.0520136
"Carnegie, 2/13 Madden Av, 3163",-37.891922,145.0504363
"Sunshine West, 2/13 Mayne St, 3020",-37.7908205,144.8249344
"Pascoe Vale, 2/13 Olive Gr, 3044",-37.7294588,144.9408604
"Niddrie, 2/13 Ross St, 3042",-37.735933,144.890951
"Yarraville, 2/13 Stephen St, 3013",-37.8105838,144.8956639
"Hadfield, 2/13 Surrey St, 3046",-37.7130989,144.9479967
"Balwyn, 2/13 Whitehorse Rd, 3103",-37.8101493,145.0624677
"Sunshine, 2/140 Morris St, 3020",-37.7921608,144.8301524
"Port Melbourne, 214/1 Danks St, 3207",-37.8437071,144.9452861
"Essendon, 214/314 Pascoe Vale Rd, 3040",-37.7464833,144.9259315
"Essendon, 214/36 Collins St, 3040",-37.7438644,144.9081124
"Essendon, 2/143 Bradshaw St, 3040",-37.741197,144.894844
"South Melbourne, 2/143 Cecil St, 3205",-37.8329444,144.9580339
"Melbourne, 21/449 St Kilda Rd, 3000",-37.8401683,144.9774488
"Newport, 2/145 Mason St, 3015",-37.8418456,144.8714587
"Parkdale, 2/146 Lower Dandenong Rd, 3195",-37.984326,145.088998
"Hawthorn, 2/146 Power St, 3122",-37.8235115,145.0258007
"Fitzroy North, 2/148 Barkly St, 3068",-37.779067,144.983757
"Parkville, 21/495 Royal Pde, 3052",-37.7811373,144.959326
"Malvern East, 2/14 Arcadia Av, 3145",-37.890782,145.0855158
"Essendon, 2/14 Bulla Rd, 3040",-37.742013,144.909379
"Chadstone, 2/14 Cole Cr, 3148",-37.8874827,145.0911525
"Burwood, 2/14 Fulton Cr, 3125",-37.8477647,145.1302077
"Oakleigh, 2/14 Gadd St, 3166",-37.909181,145.0974831
"Glenroy, 2/14 Hubert Av, 3046",-37.7054287,144.9329678
"Glenroy, 2/14 Langton St, 3046",-37.7009276,144.914053
"Preston, 2/14 Mihil St, 3072",-37.7489804,145.0147055
"Brighton, 2/14 Nepean Hwy, 3186",-37.8853407,144.9978358
"Albion, 2/14 Ridley St, 3020",-37.7836463,144.8255626
"Bentleigh East, 2/14 Sheffield St, 3165",-37.9196781,145.0707361
"Bentleigh, 2/14 Talbot Av, 3204",-37.9220428,145.0284273
"Meadow Heights, 2/14 Weemala Ct, 3048",-37.6475298,144.9239417
"Canterbury, 2/151 Prospect Hill Rd, 3126",-37.8299314,145.0754597
"Camberwell, 2/151 Wattle Valley Rd, 3124",-37.8406991,145.0797236
"Greensborough, 2/152 Nell St, 3088",-37.7084284,145.0943659
"St Kilda, 215/40 Pakington St, 3182",-37.8658139,144.9881605
"Melbourne, 215/422 Collins St, 3000",-37.8170971,144.9601487
"Northcote, 21/54 James St, 3070",-37.7754819,144.998779
"Brunswick West, 21/558 Moreland Rd, 3055",-37.7520153,144.9337472
"Collingwood, 2/157 Hotham St, 3066",-37.7971728,144.992998
"Melbourne, 21/58 Queens Rd, 3000",-37.8484276,144.9778995
"Glenroy, 2/159 Melbourne Av, 3046",-37.702877,144.919734
"Brooklyn, 2/15 Conifer Av, 3012",-37.8218484,144.8414259
"Footscray, 2/15 Empire St, 3011",-37.789433,144.890945
"Blackburn, 2/15 Glen Ebor Av, 3130",-37.821381,145.1592641
"Dandenong, 2/15 Grace Av, 3175",-37.9803954,145.223556
"Reservoir, 2/15 MacArtney St, 3073",-37.7120241,145.0091034
"Mill Park, 2/15 Mirbelia Cr, 3082",-37.668229,145.07562
"South Yarra, 2/15 Rockley Rd, 3141",-37.8378278,144.9996127
"Brighton East, 2/15 Roseberry Av, 3187",-37.9097008,145.0098581
"Wyndham Vale, 2/15 Surveyor St, 3024",-37.8783234,144.6316601
"Oakleigh East, 2/15 Tullius Av, 3166",-37.9030419,145.1198487
"East Melbourne, 2/161 Wellington Pde S, 3002",-37.8166941,144.9792662
"Richmond, 216/20 Burnley St, 3121",-37.8126488,145.0093583
"St Kilda, 21/64 Fitzroy St, 3182",-37.8591984,144.97778
"Clifton Hill, 2/165 Noone St, 3068",-37.7944193,144.9994541
"Melbourne, 216/68 Latrobe St, 3000",-37.8083719,144.9667496
"Thornbury, 2/167 Darebin Rd, 3071",-37.7645525,145.0131449
"Brunswick, 2/168 Barkly St, 3056",-37.7772282,144.967561
"Mount Waverley, 2/168 Lawrence Rd, 3149",-37.8686227,145.1429247
"Surrey Hills, 2/16 Albert Cr, 3127",-37.823896,145.1029919
"Reservoir, 2/16 Allenby Av, 3073",-37.703893,145.008182
"Ringwood East, 2/16 Bronhill Rd, 3135",-37.7985416,145.2570632
"Port Melbourne, 216 Esplanade Pl, 3207",-37.8358266,144.9473664
"Glen Waverley, 2/16 Fraser St, 3150",-37.8912704,145.1588203
"Bulleen, 2/16 Furneaux Gr, 3105",-37.7785657,145.0861864
"Ivanhoe, 2/16 Green St, 3079",-37.765136,145.041554
"Oakleigh East, 2/16 Lanham St, 3166",-37.9114392,145.114474
"Elwood, 2/16 Lindsay Av, 3184",-37.8771272,144.9863506
"Bentleigh East, 2/16 Majdal St, 3165",-37.9103207,145.0810755
"Burwood, 2/16 Morton Rd, 3125",-37.8556861,145.1003453
"Broadmeadows, 2/16 Ortolan Av, 3047",-37.6860933,144.9217478
"Mitcham, 2/16 Rotherwood Av, 3132",-37.8077266,145.1952349
"Ashburton, 2/16 Samarinda Av, 3147",-37.865763,145.0844081
"Brighton East, 2/16 Wairoa Av, 3187",-37.905102,145.013647
"Coburg, 2/170 Nicholson St, 3058",-37.7437014,144.9783966
"Reservoir, 2/170 Spring St, 3073",-37.7233482,145.0020546
"St Albans, 2/170 William St, 3021",-37.7357646,144.8049169
"Pascoe Vale, 2/171 Cumberland Rd, 3044",-37.7239365,144.9393786
"Camberwell, 2/171 Wattle Valley Rd, 3124",-37.8447115,145.0797867
"Toorak, 21/723 Orrong Rd, 3142",-37.8392804,145.0139478
"Richmond, 21/72 Baker St, 3121",-37.8121258,145.0043735
"Reservoir, 2/17 Barton St, 3073",-37.712285,145.0061899
"Sunshine North, 2/17 Camperdown Av, 3020",-37.7668975,144.8212424
"Chadstone, 2/17 Carramar St, 3148",-37.8781479,145.1020823
"Point Cook, 2/17 Catania Av, 3030",-37.8902382,144.7385685
"South Yarra, 2/17 Como Av, 3141",-37.8379506,145.002551
"Sandringham, 2/17 Gladstone St, 3191",-37.9520308,145.0138647
"St Kilda, 2/17 Herbert St, 3182",-37.871619,144.9828052
"Croydon North, 2/17 Karingal St, 3136",-37.768735,145.293795
"Hampton East, 2/17 Keiller St, 3188",-37.9353256,145.0352759
"Abbotsford, 217 Langridge St, 3067",-37.8075945,144.9944567
"Springvale, 2/17 Loller St, 3171",-37.9369663,145.152933
"Ashwood, 2/17 May Park Av, 3147",-37.8669497,145.096776
"Hughesdale, 2/17 Moorookyle Av, 3166",-37.9066201,145.0817471
"Preston, 2/17 Park Av, 3072",-37.7377739,144.9935228
"Brighton East, 2/17 Ward St, 3187",-37.917682,145.015978
"Hawthorn East, 218/12 Albert St, 3123",-37.823456,145.0483893
"Cremorne, 218/140 Swan St, 3121",-37.8254885,144.9948361
"Northcote, 2/185 Separation St, 3070",-37.7703724,145.0101064
"Oakleigh East, 2/18 Clovis St, 3166",-37.9098643,145.1149922
"Hawthorn, 2/18 Connell St, 3122",-37.8185838,145.0234765
"Oakleigh East, 2/18 Curran St, 3166",-37.9013408,145.1080639
"Parkdale, 2/18 Eighth St, 3195",-37.990704,145.0766451
"Port Melbourne, 218 Esplanade Pl, 3207",-37.8358266,144.9473664
"Mill Park, 2/18 Farnham Cr, 3082",-37.6531262,145.0596316
"Cheltenham, 2/18 Garfield St, 3192",-37.960448,145.0529937
"Malvern East, 2/18 Goode St, 3145",-37.8838211,145.0697479
"Reservoir, 2/18 Hobbs Cr, 3073",-37.7052303,145.0061205
"Mount Waverley, 2/18 Leonie Av, 3149",-37.8860849,145.1210682
"Mont Albert, 2/18 Lorne Pde, 3127",-37.8222805,145.1023833
"Watsonia, 2/18 Princes St, 3087",-37.7058785,145.081524
"Bentleigh East, 2/18 Stratford Av, 3165",-37.9180979,145.0644527
"Glen Waverley, 2/18 Tulloch Gr, 3150",-37.898729,145.1507433
"Thomastown, 2/18 Waratah St, 3074",-37.6792935,145.0241859
"Sandringham, 2/190 Bay Rd, 3191",-37.954036,145.0200616
"Hawthorn, 219/2 Golding St, 3122",-37.8221338,145.0328928
"Elwood, 2/193 Brighton Rd, 3184",-37.8786128,144.9928466
"Montmorency, 2/193 Rattray Rd, 3094",-37.7163011,145.1329605
"Frankston, 2/195 Beach St, 3199",-38.1467194,145.1431185
"Chadstone, 219/70 Batesford Rd, 3148",-37.8757869,145.0930605
"Brunswick, 21/97 Brickworks Dr, 3056",-37.7695115,144.9528162
"Ripponlea, 2/199 Hotham St, 3185",-37.8782523,144.9975308
"Camberwell, 2/19 Alma Rd, 3124",-37.837082,145.0584892
"Montmorency, 2/19 Calrossie Av, 3094",-37.7132452,145.1276226
"Croydon, 2/19 James Rd, 3136",-37.7859244,145.2890909
"Sunbury, 2/19 Lalor Cr, 3429",-37.5916279,144.7083987
"Bundoora, 2/19 Olympic St, 3083",-37.7024513,145.061459
"Edithvale, 2/19 Rae Av, 3196",-38.0348233,145.1093712
"Chelsea, 2/19 Scotch Pde, 3196",-38.0540567,145.1282488
"Toorak, 21/9 Struan St, 3142",-37.8360583,145.0137959
